Hotel / Nombre,Ciudad,Teléfono,Website,Score,Rating GBP,Reviews,Pitch / Dolor,Motor Reservas,discovery_questions,draft_email,draft_whatsapp,evidence_links,scan_automations_to_sell,scan_completed_at,scan_quickwins_30d,scan_quickwins_48h,scan_quickwins_7d,scan_requested,scan_requested_at,scan_score,scan_status,scan_summary,scan_top_issues
Apartaments Rural Berrós,Desconocida,636 59 44 68,https://ruralberros.com/,"34,5","4,9",26,"¡Hola! Enhorabuena por el 4.9 en Google, ¡es una pasada! Vemos que para reservar os contactan por un formulario. Imagino que es un lío de emails y se pierden las ventas que buscan confirmar al momento. ¿Os puedo pasar un pantallazo rápido de cómo podríais automatizarlo y conseguir más reservas directas? Sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Tuc Blanc,Desconocida,973 64 43 50,https://www.hoteltucblancbaqueira.com/,"34,5","4,5",519,"¡Hola! Felicidades por la notaza que tenéis en Google. Viendo vuestra web, me da la sensación de que se os escapan reservas directas (y dinero en comisiones) porque los clientes acaban en Booking o portales. Si os parece, os preparo un pantallazo rápido con una idea para que todo ese mérito se quede en casa. ¿Os lo puedo pasar sin compromiso?",,,,,,,,,,,No,,,,,
Monegal,Desconocida,932 00 11 20,https://www.monegal.com/,"34,5","4,6",54,"¡Hola! He visto vuestro hotel Monegal y la gran nota que tenéis en Google. Con esa reputación, creo que vuestra web podría capturar muchas más reservas directas sin depender de portales externos. ¿Os parece si os envío un pantallazo rápido con una idea para que veáis cómo? Sin ningún compromiso.",,,,,,,,,,,No,,,,,
Hotel Peña,Pont d'Arros,973 64 08 86,http://www.hotelpenha.com,"34,5","4,5",1015,"¡Hola, equipo de Hotel Peña! Vi la notaza que tenéis en Google (4.5), ¡felicidades! Me fijé que vuestra web sale como 'no segura' y el proceso para reservar es manual, seguro que se os escapan clientes por ahí. ¿Os parece si os envío un pantallazo rápido de cómo se vería con un sistema directo y seguro, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi d'Amitges,Desconocida,973 25 01 09,https://www.amitges.com/,"34,5","4,6",462,"¡Hola! Vemos la puntuación tan buena que tenéis en Google con el Refugi d'Amitges, ¡felicidades! Notamos que en la web no se puede reservar directamente, y seguro que eso os genera trabajo extra por teléfono. ¿Os parece si os envío un pantallazo de cómo podríais automatizarlo? Sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Garona,Bossòst,973 64 82 46,,"34,5","4,3",370,"¡Hola! Vimos vuestro Hotel Garona, ¡qué buena pinta y buena nota en Google! Notamos que no se puede reservar directamente en la web. Muchos hoteles pierden dinero en comisiones por esto. ¿Os puedo mandar un pantallazo de cómo podríais captar esas reservas directas, sin compromiso? Un saludo.",,,,,,,,,,,No,,,,,
L'Era d'en Bella,Desconocida,628 87 31 49,https://www.leradenbella.com/,"34,5","4,9",90,"¡Hola! Vi L'Era d'en Bella y esa nota de 4.9 en Google es espectacular. Con esa reputación, es una pena que un cliente no pueda reservar al momento en vuestra web y se vaya a otro sitio. ¿Os puedo pasar un pantallazo de cómo se vería un calendario de reservas en vuestra página para que no perdáis ni un cliente? Sin compromiso.",,,,,,,,,,,No,,,,,
Hostal de l'Anton,Desconocida,977 43 00 10,https://www.hostaldelanton.net/,"34,5","4,5",157,"¡Hola! Enhorabuena por esa notaza de 4.5 en Google, las reseñas de las bodas son espectaculares. Viendo vuestra web, creo que se os pueden estar escapando parejas por no tener una forma directa y fácil de pediros presupuesto. Con un pequeño ajuste podríais cerrar más fechas. ¿Os puedo enviar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Eth Palai,Desconocida,973 64 32 20,https://ethpalai.com/,"34,5","4,4",266,"¡Hola! Vimos vuestro aparthotel Eth Palai, ¡qué buena pinta y qué notaza en Google! Notamos que en la web no se puede reservar directamente, y muchos hoteles pierden dinero en comisiones por esto. ¿Os puedo pasar un pantallazo de cómo podríais solucionarlo y que esa venta sea 100% vuestra? Sin compromiso.",,,,,,,,,,,No,,,,,
Cal Pesolet,Bellver de Cerdanya,659 64 27 94,https://calpesolet.cat/,"34,5","4,8",33,"¡Hola, equipo de Cal Pesolet! Vimos la increíble nota de 4.8 que tenéis en Google, ¡enhorabuena! Con esa reputación, vuestra web podría estar generando muchas más reservas directas sin comisiones. ¿Os parece si os envío un pantallazo de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Trastienda,Bossòst,973 64 74 31,https://www.latrastiendabossost.es/,"34,5","4,4",809,"¡Hola! He visto la nota genial que tenéis en Google (4.4), pero me ha sorprendido no poder reservar directamente en vuestra web. Muchos alojamientos como el vuestro están recuperando un 20-30% de margen al evitar intermediarios. ¿Os puedo mandar un pantallazo rápido de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Masia Bordes de Graus,Desconocida,973 62 32 46,https://bordesdegraus.com/,"34,5","4,4",310,"¡Hola! Enhorabuena por la nota de 4.4 en Google para vuestro camping. He visto vuestra web y creo que podríais conseguir muchas más reservas directas al instante. Con un pequeño ajuste, vuestros visitantes podrían reservar sin tener que llamar o salir de la página. ¿Os puedo enviar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Cal Menut,Belianes,973 33 12 43,https://www.calmenut.com/,"34,5","4,6",636,"¡Hola! Felicidades por la notaza de 4.6 en Google para Cal Menut. Vemos que para reservar, la web lleva a otra página (Smoobu). Esto a veces frena al cliente. Integrando las reservas en vuestra propia web podríais conseguir más reservas directas, sin intermediarios. ¿Os puedo enviar un ejemplo rápido de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Hôtel Shadow,Bossòst,679 64 87 08,,"34,5","4,4",195,"¡Hola! Enhorabuena por la nota de 4.4 en Google para el Hôtel Shadow. He visto vuestra web y creo que podríais capturar muchas más reservas directas, ahorrando en comisiones de intermediarios. El potencial es enorme. ¿Os parece bien si os envío un pantallazo rápido de cómo podría funcionar, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Hotel Terradets,Desconocida,973 65 11 20,https://www.hotelterradets.com/,"34,5","4,4",4344,¡Hola! Enhorabuena por esa notaza de 4.4 en Google. He visto vuestra web y parece que no tenéis un sistema para reservar directamente. Imagino el dineral que se va en comisiones... ¿Os parece si os envío un pantallazo de cómo podríais recibir reservas desde la web sin intermediarios? Sin compromiso.,,,,,,,,,,,No,,,,,
Refugi de Certascan,Desconocida,623 93 31 84,http://www.refugicertascan.cat,"34,5","4,4",133,"¡Hola! Vi la notaza de 4.4 que tenéis en Google, ¡enhorabuena! He visto que en la web no tenéis un sistema de reservas directas y eso os puede estar haciendo perder dinero. ¿Os puedo enviar un pantallazo de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Hotel Japonès Puigpinós,Desconocida,669 52 73 38,https://hoteljaponespuigpinos.com,"34,5","4,9",227,"¡Buenas! Me encanta el concepto del Hotel Japonès Puigpinós, ¡y ese 4.9 en Google lo dice todo! He visto que en vuestra web se pueden consultar fechas pero no cerrar la reserva, y seguro que se os escapan clientes por ahí. ¿Os puedo enviar un pantallazo de cómo se podría solucionar, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Bon Lloc,Desconocida,977 72 02 09,https://www.hotelbonlloc.es/,"34,5","4,3",416,"¡Hola! Vi vuestro Hotel Bon Lloc, ¡tenéis una nota genial en Google! Me llamó la atención que vuestra web no parece la oficial y no permite reservar directamente, forzando a usar portales. ¿Os puedo enviar un pantallazo rápido de cómo podríais tener una web oficial con motor propio, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi de l'Arp,Desconocida,623 49 12 98,http://refugidelarp.cat/,"34,5","4,6",228,"¡Hola! Felicidades por la notaza que tenéis en Google. Vimos vuestra web y creemos que podríais estar perdiendo reservas por no tener un sistema para confirmar al momento. Con un par de ajustes sencillos, vuestros clientes podrían reservar directamente en 2 clics. ¿Os puedo enviar un pantallazo rápido sin compromiso para que lo veáis?",,,,,,,,,,,No,,,,,
Refugi de les Comes de Rubió,Desconocida,677 06 57 73,https://www.refugicomesderubio.com/,"34,5","4,5",249,"¡Hola! Vimos vuestro refugio, ¡qué pasada de sitio y qué notaza en Google! Vimos que para reservar os tienen que llamar o escribir. Muchos refugios como el vuestro están llenando plazas en automático sin depender del teléfono. ¿Os puedo enseñar con un pantallazo rápido cómo lo hacen, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Casa Fèlix,Valls,977 60 90 90,https://www.felixhotel.net/ca,"34,5","4,5",1710,¡Hola! Felicidades por la notaza de 4.5 en Google para Casa Fèlix. He visto que vuestro sistema de reservas se podría integrar mejor en la web para que no se os escape ni una reserva directa y aumentar el valor de cada una. ¿Os puedo pasar un pantallazo rápido sin compromiso?,,,,,,,,,,,No,,,,,
Refugi Caro UEC Pepito Anguera,Desconocida,681 01 15 77,https://www.refugiueccaro.cat/,"34,5","4,7",306,¡Hola! Felicidades por la notaza de 4.7 en Google para el Refugi Caro. Vimos que las reservas se gestionan por teléfono/email. ¿Habéis pensado cuántas se pueden perder fuera de horario o por no poder contestar al momento? Tenemos una idea muy simple para que vuestra propia web os genere reservas en automático. ¿Os puedo pasar un pantallazo rápido sin compromiso para que lo veáis?,,,,,,,,,,,No,,,,,
Refugi Josep Maria Blanc,Desconocida,973 64 16 81,https://www.jmblanc.com/,"34,5","4,6",530,"¡Hola! Vimos vuestro refugio y la notaza de 4.6 en Google, ¡enhorabuena! Notamos que para reservar, la gente tiene que salir de vuestra web. Esto suele 'enfriar' la venta y se pierden clientes por el camino. ¿Os puedo pasar un pantallazo de cómo se vería un proceso de reserva más directo y sin salir de vuestra página? Sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Lacreu,Desconocida,973 64 41 22,https://www.hoteleslacreu.com/,"34,5","4,8",626,"¡Hola! He visto vuestro hotel en Salardú, ¡qué notaza tenéis en Google (4.8)! Precisamente por eso, creo que podríais recibir aún más reservas directas desde vuestra web y reducir las comisiones de Booking. Tenemos un par de ideas muy visuales para conseguirlo. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Casa rural les Flors,Desconocida,660 40 96 98,https://www.lesflors.es/,"34,5","4,9",427,"¡Hola! Me ha encantado vuestra casa rural y la notaza de 4.9 que tenéis en Google, ¡felicidades! He visto que en la web no se puede reservar directamente y me imagino que algunas reservas se escapan por ahí. ¿Os parece si os envío un pantallazo de cómo podríais solucionarlo sin ningún compromiso?",,,,,,,,,,,No,,,,,
Era de Sansa,Desconocida,696 53 51 99,https://www.eradesansa.info/,"34,5","4,8",85,"¡Hola Armand/Carme! Felicidades por la notaza de 4.8 en Google con la Era de Sansa. He visto que para consultar disponibilidad en la web hay que llamaros, y eso puede hacer que perdáis reservas directas. Hemos ayudado a otras casas rurales a automatizarlo para que reciban reservas 24/7. ¿Os puedo enviar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi forestau dera Honeria,Desconocida,973 09 23 54,http://refugiohoneria.com,"34,5","4,6",95,¡Hola! Felicidades por la notaza (4.6) en Google. He visto que vuestra web actual parece un directorio de otros hoteles y no permite reservar con vosotros directamente. Esto seguro que confunde y os hace perder clientes. ¿Os puedo enviar un pantallazo rápido de cómo solucionarlo sin compromiso?,,,,,,,,,,,No,,,,,
Refugi Cortiuda,Desconocida,630 82 61 35,https://www.refugicortiuda.com/,"34,5","4,8",49,"¡Hola! Veo que tenéis una nota espectacular de 4.8 en Google, ¡enhorabuena! Imagino que mucha gente que os descubre online querrá reservar al momento. Hemos ayudado a otros refugios a convertir esas visitas en reservas directas desde la propia web, sin depender del teléfono. ¿Os puedo mandar un pantallazo de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Restaurant Hostal Benet,les Borges Blanques,973 14 23 18,https://restauranthostalbenet.com/,"34,5","4,3",313,"¡Buenas! Vi vuestra puntuación de 4.3 en Google, ¡enhorabuena! He visto que en la web no tenéis un sistema para reservar mesa directamente, y seguro que por ahí se escapan clientes. ¿Os parece si os envío un pantallazo rápido de cómo podríais automatizarlo y no perder ni una reserva? Sin compromiso.",,,,,,,,,,,No,,,,,
Ca l'Isidró,Músser,638 75 26 53,https://www.calisidro.com/,"34,5","4,7",161,"¡Hola! He visto vuestra casa rural Ca l'Isidró, ¡qué notaza tenéis en Google (4.7)! Viendo la web, creo que podríais estar perdiendo reservas directas por no tener un sistema de pago online. ¿Os iría bien que os envíe un pantallazo rápido de cómo se vería integrado, sin compromiso alguno?",,,,,,,,,,,No,,,,,
Casa Amadeo,Desconocida,913 65 94 39,http://www.ebre.com/casaamadeo,"34,5","4,5",5294,"¡Hola! Enhorabuena por la notaza de 4.5 que tenéis en Google con Casa Amadeo. Vimos que vuestra web es un directorio y no permite reservar directamente, haciendo que se escapen clientes. ¿Os parece si os envío un pantallazo rápido de cómo podríais tener un sistema propio, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi els Masets,la Riba,614 51 47 20,,"34,5","4,3",364,"¡Hola! Tenéis una nota genial en Google con el Refugi. Vemos que la gente que os encuentra online no puede reservar directamente en la web, y seguro que eso os genera muchas llamadas y emails. Tenemos una idea para automatizarlo y que no se os escape ni una. ¿Os puedo pasar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
La Roca del Castell,Cervià de les Garrigues,630 01 76 49,https://mtbove.wixsite.com/larocadelcastell,"34,5",5,3,"¡Hola! Vi que tenéis una nota de 5 estrellas en Google, ¡felicidades, es un imán de clientes! He echado un ojo a vuestra web y creo que no le hace justicia a lo que ofrecéis. Con un par de cambios, podríais convertir muchas más visitas en reservas directas, sin depender de nadie. ¿Os puedo pasar un pantallazo de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Refugi d'Estaon,Desconocida,602 40 63 78,http://refugiestaon.com,"34,5","4,7",41,"¡Hola! Vi la notaza que tenéis en Google (4.7), ¡felicidades! Vuestro refugio parece increíble. Creemos que podríais llenar más camas automatizando las reservas desde la web, en vez de por email/teléfono. ¿Os puedo pasar un pantallazo de cómo quedaría sin compromiso? Un saludo.",,,,,,,,,,,No,,,,,
Refugi Cuberes (Casa Miró),Desconocida,973 25 24 39,https://www.refugicuberes.com/,"34,5","4,8",131,"¡Hola! Vi vuestro Refugi Cuberes, ¡qué notaza tenéis en Google! Me llamó la atención que las reservas son por teléfono, imagino que se os escapará gente que quiere reservar al momento. ¿Os puedo pasar un pantallazo de cómo podríais automatizarlo para no perder ni una sola reserva, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Saurat,Desconocida,973 62 41 62,https://www.hotelsaurat.com/web.asp,"34,5","4,3",749,"¡Hola! Felicidades por la notaza de 4.3 en Google del Hotel Saurat. He visto que para reservar en vuestra web hay que salir a otros portales, pagando comisiones por clientes que ya son vuestros. ¿Os puedo enviar un pantallazo de cómo podríais quedaros con el 100% de esas reservas sin compromiso?",,,,,,,,,,,No,,,,,
Casa Rural Cal Sodhi,Desconocida,669 42 53 01,,"34,5","4,9",182,"¡Hola! Enhorabuena por la notaza de 4.9 en Google, vuestras casas rurales tienen una pinta espectacular. Con lo increíble que se ve todo, es una pena si algún cliente no puede reservar al momento online y se pierde. Hemos ayudado a alojamientos como el vuestro a convertir esas visitas en reservas directas al instante. ¿Os puedo enviar un pantallazo de cómo se vería sin compromiso?",,,,,,,,,,,No,,,,,
Casa Perramon,Desconocida,933 17 61 36,https://www.casaparramon.net/,"34,5","4,5",269,"¡Buenas! Vi Casa Parramon y la nota genial que tenéis en Google. Me extrañó no poder reservar directamente en vuestra web. Con esa reputación, seguro que se os escapan reservas directas. ¿Os va bien si os paso un pantallazo de cómo se vería para que no dependáis de llamadas o emails? Sin compromiso.",,,,,,,,,,,No,,,,,
Casa Albets,Desconocida,651 36 46 56,https://casaalbets.cat/,"34,5","4,7",375,"¡Hola! Vimos vuestra increíble nota de 4.7 en Google, ¡enhorabuena por el gran trabajo en Casa Albets! Nos especializamos en hoteles con encanto como el vuestro y hemos visto una forma de que podáis capturar más reservas directamente desde la web, sin sistemas externos. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Casa Rural Felip,Espot,647 90 80 38,https://www.casafelip.com,"34,5","4,6",90,"¡Hola! Vi Casa Rural Felip y la notaza que tenéis en Google (4.6), ¡felicidades! He visto que en la web no se puede reservar directamente, y seguro que así perdéis reservas de gente que no quiere llamar. ¿Os parece si os envío un pantallazo de cómo podríais tener un calendario de reservas propio, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Casa Rural lo Segador,Desconocida,636 51 77 55,https://losegador.com/,"34,5","4,7",158,"¡Hola! Felicidades por esa notaza de 4.7 en Google para Casa Lo Segador, ¡es genial! Vuestra web transmite muy bien la esencia del Delta. Imagino que os gustaría que más reservas entraran directamente por ahí, sin las comisiones de los portales. ¿Os parece si os envío un pantallazo de cómo podríais conseguirlo? Sin compromiso.",,,,,,,,,,,No,,,,,
Refugi del Pla de la Font,Desconocida,619 93 07 71,http://www.pladelafont.com,"34,5","4,4",172,¡Hola! Enhorabuena por la nota de 4.4 en Google para el Refugi. Vemos que vuestra web podría estar perdiendo reservas directas al enviar a la gente a una central externa y no ser 100% segura. ¿Os parece si os envío un pantallazo rápido de cómo se vería con un sistema de reservas propio y más moderno? Sin compromiso.,,,,,,,,,,,No,,,,,
Refugi de la Pleta del Prat,Desconocida,615 24 14 14,https://refugipletadelprat.net,"34,5","4,6",572,"¡Hola! Felicidades por la notaza de 4.6 en Google, ¡sois un referente en Tavascan! Vimos que la reserva en vuestra web es con un formulario, y creemos que estáis perdiendo ventas directas que se podrían automatizar. ¿Os parece si os envío un pantallazo rápido de cómo podría quedar, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Sol i Neu,Ribera de Cardós,695 67 24 41,http://www.hostalsolineu.com,"34,5","4,4",49,"¡Hola! Vi vuestro hotel Sol i Neu y la buena nota de 4.4 en Google, ¡felicidades! He detectado un detalle técnico en vuestra web que probablemente os hace perder reservas directas frente a portales con comisiones. ¿Os va bien si os envío un pantallazo de cómo solucionarlo, sin compromiso?",,,,,,,,,,,No,,,,,
La Vella Farga,Desconocida,973 29 92 12,https://www.hotelvellafarga.com/,"34,5","4,6",670,"¡Hola! Enhorabuena por la notaza en Google, se nota el cariño en La Vella Farga. Vuestra web es preciosa, pero hemos visto una oportunidad para que convirtáis más visitas en reservas directas, sin depender tanto de intermediarios. ¿Os parece si os envío un pantallazo rápido con la idea? Sin compromiso.",,,,,,,,,,,No,,,,,
Alas Hotel,Vandellòs i l'Hospitalet de l'Infant,977 82 44 14,https://alashotel.com,"34,5","3,9",37,"¡Hola! He estado viendo la web de Alas Hotel y la ubicación que tenéis es fantástica. Veo que no tenéis un sistema de reservas propio, y me imagino el pico que se llevan las OTAs. Hemos ayudado a hoteles como el vuestro a recuperar ese margen. ¿Os puedo pasar un pantallazo rápido de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Cosmos,Tarragona,977 24 39 87,https://www.hotelcosmostarragona.com,"34,5","3,5",459,"¡Hola! Os escribo porque vi vuestro hotel Cosmos, muy bien ubicado en Tarragona. Vuestra web tiene potencial, pero noté un par de detalles técnicos que podrían estar haciendo que perdáis reservas directas. ¿Os parece si os envío un pantallazo rápido sin compromiso para que veáis a qué me refiero?",Wubook,,,,,,,,,,No,,,,,
Hostal Montsec,Vilanova de Meià,973 41 51 04,https://www.hostalmontsec.cat/,"34,5","4,7",176,"¡Hola! Tenéis una nota increíble de 4.7 en Google, ¡enhorabuena! He visto vuestra web y creo que podríais conseguir más reservas directas si la gente pudiera reservar al momento. Ahora mismo, se enfrían al tener que llamar. ¿Te puedo enviar un pantallazo de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Casa Rural Cal Miqueló 1778,Puiggròs,973 14 35 99,https://calmiquelo1778.com,"34,5","4,8",98,"¡Hola! Felicidades por la notaza de 4.8 en Google, ¡Cal Miqueló es espectacular! Vimos que en vuestra web no se puede reservar directamente y seguro que se os escapan grupos que prefieren hacerlo online. ¿Os parece si os envío un pantallazo rápido de cómo podríais tenerlo, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Refugi dels Estanys de la Pera,Desconocida,606 99 14 73,https://refugiestanysdelapera.wordpress.com/,"34,5","4,7",559,"¡Hola! Vi vuestro refugio y la nota de 4.7 en Google es fantástica, ¡enhorabuena! Me di cuenta de que para reservar, vuestra web envía a los clientes a otra página externa. Esto a veces hace que se pierdan ventas en el proceso. ¿Os puedo pasar un pantallazo rápido de cómo se vería integrado en vuestra propia web, sin compromiso?",,,,,,,,,,,No,,,,,
Cal Maciarol,Desconocida,675 59 31 17,https://calmaciarol.com/,"34,5","4,5",584,"¡Hola, equipo de Cal Maciarol! Enhorabuena por la notaza de 4.5 en Google. Vimos que en vuestra web las reservas van por email, y es una pena porque seguro que perdéis a quien quiere reservar al momento. Podríais tener un sistema para recibir reservas directas 24/7, sin comisiones. ¿Os parece si os envío un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
ABADIA DE MONTENARTRÓ,Montenartró,666 61 16 46,https://www.abadiademontenartro.com/,"34,5","4,9",450,"¡Hola! Enhorabuena por la notaza de 4.9 en Google, se nota el buen trabajo en Abadia de Montenartró. Vemos que animáis a reservar por la web, pero el proceso no es directo y podríais estar perdiendo reservas que acaban en otras plataformas. Con un pequeño cambio, vuestros clientes podrían reservar en 1 minuto desde el móvil. ¿Os puedo pasar un pantallazo de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Miralles,HORTA DE SANT JOAN,977 43 55 55,,"34,5","4,5",2970,"¡Hola! Vaya notaza de 4.5 tenéis en Google, felicidades. He visto que en vuestra web no se puede reservar directamente y me preguntaba si os gustaría ver cómo podríais capturar esas reservas sin comisiones. ¿Os puedo pasar un pantallazo rápido de cómo quedaría, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Cal Celso,Alinyà,653 56 69 27,,"34,5","4,7",760,"¡Buenas! Vimos la notaza de 4.7 que tenéis en Google, ¡enhorabuena! Creemos que vuestra web no le hace justicia y os hace perder reservas al depender solo del teléfono. Hemos pensado en una mejora muy sencilla para que podáis recibir reservas online directamente, incluso con el restaurante cerrado. ¿Os puedo enviar un pantallazo rápido con la idea, sin compromiso?",,,,,,,,,,,No,,,,,
Astari,Tarragona,977 23 69 00,http://www.hotelastari.com/,"34,5","4,2",1475,"¡Hola! Vi vuestro hotel Astari, ¡muy buena nota en Google! Me llamó la atención un detalle técnico en vuestra web que os está haciendo perder reservas directas, sobre todo con el buen motor que ya tenéis. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero? ¡Un saludo!",Mirai,,,,,,,,,,No,,,,,
Cal Caminer,Guimerà,641 44 63 53,https://www.calcaminer.com/,"34,5","4,8",70,"¡Hola! Vi vuestra casa rural Cal Caminer, ¡qué notaza tenéis en Google (4.8)! La web está muy bien, pero he visto que no tenéis un sistema de reservas directo para evitar intermediarios y comisiones. ¿Os puedo pasar un pantallazo de cómo podríais gestionar las reservas desde vuestra propia web, sin compromiso?",,,,,,,,,,,No,,,,,
Nuria,Tarragona,977 23 50 11,https://hotelnuria.com/,"34,5","4,2",1065,"¡Buenas! He visto el Hotel Nuria y vuestra genial nota de 4.2 en Google, ¡felicidades! Analizando vuestra web, creo que con un par de ajustes sencillos podríais convertir muchas más visitas en reservas directas. ¿Os parece si os envío un pantallazo rápido con la idea, sin ningún compromiso? Un saludo.",Mirai,,,,,,,,,,No,,,,,
Hotel Cal Rei De Talló,Talló,973 93 25 55,https://www.hotelcalrei.com/,"34,5","4,4",315,"¡Hola! Felicidades por la notaza de 4.4 en Google para el Hotel Cal Rei. Muchos hoteles con vuestro encanto pierden un buen pico en comisiones porque la web no consigue cerrar la reserva directamente. ¿Os parece si os envío un pantallazo rápido de cómo podríais tener un motor de reservas propio, sin pagar de más? Es sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Mas La Boella,Desconocida,977 77 15 15,https://www.laboella.com/,"34,5","4,6",866,¡Hola! Soy David. Me ha encantado vuestra finca y la notaza de 4.6 que tenéis en Google es un reflejo del buen trabajo. He visto que las reservas en la web pasan por un formulario de contacto y creo que estáis perdiendo reservas directas por ello. ¿Os puedo pasar un pantallazo rápido de cómo podríais automatizarlo y llenar más suites sin comisiones? Sin compromiso.,,,,,,,,,,,No,,,,,
Hostal La Creu,Móra d'Ebre,977 40 07 07,http://hostallacreu.com/,"34,5","4,6",1038,"¡Hola! Vi vuestro Hostal La Creu, ¡qué buena nota tenéis en Google! Me fijé en un par de detalles en vuestra web que, con un ajuste rápido, podrían ayudaros a capturar más reservas directas y depender menos de otros portales. ¿Os parece si os envío un pantallazo rápido de lo que veo, sin ningún compromiso? Un saludo.",,,,,,,,,,,No,,,,,
la Margarita,Desconocida,977 82 24 65,https://www.costalingua.biz/,34,"4,5",211,"¡Hola! Enhorabuena por la nota de 4.5 en Google. He visto vuestra web y creo que con un par de ajustes podríais conseguir muchos más alumnos, sobre todo para los cursos de empresa. El proceso de inscripción se puede hacer mucho más fácil. ¿Os puedo pasar un pantallazo con una idea sin compromiso?",,,,,,,,,,,No,,,,,
Boncompte,Ponts,973 46 10 02,https://www.hotelboncompte.com/,34,"3,5",457,"¡Hola! Os escribo por el Hotel Boncompte. Vuestra ubicación en Ponts es clave y la cocina catalana tiene mucho potencial. He visto un par de detalles en la web que podrían estar haciendo que perdáis reservas directas. ¿Os parece bien si os envío un pantallazo rápido con un par de ideas para mejorarlo, sin ningún compromiso?",Cloudbeds,,,,,,,,,,No,,,,,
HCC Montsia,Amposta,977 70 10 27,https://www.hcchotels.com/hcc-montsia/,34,"4,2",1094,"¡Hola! He visto el hotel HCC Montsia y la buena nota de 4.2 que tenéis en Google, ¡enhorabuena! Analizando vuestra web, detecto un par de puntos clave donde podríais estar perdiendo reservas directas. ¿Os puedo enviar un pantallazo rápido sin compromiso para que veáis a qué me refiero? Saludos.",Mirai,,,,,,,,,,No,,,,,
Hotel Val de Ruda,Desconocida,973 64 58 11,http://www.hotelvalderudabaqueira.com,"29,5","4,7",158,"¡Hola! He visto la notaza que tenéis en Google (4.7 ⭐), ¡enhorabuena! Me he fijado en un detalle técnico en vuestra web que os está haciendo perder reservas directas, justo las que no pagan comisión. Es una pena porque el hotel se ve genial. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero? Se arregla fácil.",Roiback,,,,,,,,,,No,,,,,
Hotel Jaume d'Urgell,Balaguer,973 98 28 28,,29,"4,4",91,"¡Hola! Vuestro hotel en Balaguer tiene una nota genial en Google. Vemos que usáis un buen motor de reservas, pero creemos que con un par de ajustes en la web podríais convertir esas buenas opiniones en muchas más reservas directas. ¿Os puedo pasar un pantallazo rápido con la idea, sin ningún compromiso?",Cloudbeds,,,,,,,,,,No,,,,,
Mas d'en Bruno,Torroja del Priorat,877 67 60 70,https://www.masdenbruno.com,29,"4,7",265,"¡Hola! Vi vuestra notaza de 4.7 en Google, enhorabuena por el Mas d'en Bruno. Vuestro hotel es espectacular. Imagino que el reto es que más clientes reserven directamente en vuestra web en vez de irse a Booking, sobre todo las suites y experiencias. Tenemos una idea muy visual para potenciar justo eso. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",Mirai,,,,,,,,,,No,,,,,
